[Ontology1.Toy Story, None, 1995]
[Ontology1.Flying Down to Rio, None, 1933]
[Ontology1.Follow the Fleet, None, 1936]
[Ontology1.What's New Pussycat?, None, 1965]
[Ontology1.Roberta, None, 1935]
[Ontology1.Swing Time, None, 1936]
[Ontology1.Life with Father, None, 1947]
[Ontology1.Juliet of the Spirits, None, 1965]
[Ontology1.A Shot in the Dark, None, 1964]
[Ontology1.The Navigator, None, 1924]
[Ontology1.The Court Jester, None, 1955]
[Ontology1.42nd Street, None, 1933]
[Ontology1.I'm No Angel, None, 1933]
[Ontology1.That Touch of Mink, None, 1962]
[Ontology1.Play It Again, Sam, None, 1972]
[Ontology1.Send Me No Flowers, None, 1964]
[Ontology1.Pygmalion, None, 1938]
[Ontology1.Amarcord, None, 1973]
[Ontology1.Horse Feathers, None, 1932]
[Ontology1.The Front Page, None, 1974]
[Ontology1.The Girl from Paris, None, 2001]
[Ontology1.Doc Hollywood, None, 1991]
[Ontology1.Dragnet, None, 1987]
[Ontology1.MadHouse, None, 1990]
[Ontology1.1941, None, 1979]
[Ontology1.Black and White in Color, None, 1976]
[Ontology1.Foul Play, None, 1978]
[Ontology1.Leprechaun, None, 1993]
[Ontology1.Crazy People, None, 1990]
[Ontology1.Adam's Rib, None, 1949]
[Ontology1.King of Hearts, None, 1966]
[Ontology1.A Night at the Opera, None, 1935]
[Ontology1.Stolen Kisses, None, 1968]
[Ontology1.Love Don't Cost a Thing, None, 2003]
[Ontology1.Something's Gotta Give, None, 2003]
[Ontology1.Stuck on You, None, 2003]
[Ontology1.Calendar Girls, None, 2003]
[Ontology1.The Hebrew Hammer, None, 2003]
[Ontology1.Two Men Went To War, None, 2002]
[Ontology1.Cheaper by the Dozen, None, 2003]
[Ontology1.Chasing Liberty, None, 2004]
[Ontology1.My Baby's Daddy, None, 2004]
[Ontology1.Along Came Polly, None, 2004]
[Ontology1.Lord Love a Duck, None, 1966]
[Ontology1.There's a Girl in My Soup, None, 1970]
[Ontology1.Real Men, None, 1987]
[Ontology1.Once Upon a Crime, None, 1992]
[Ontology1.Buster, None, 1988]
[Ontology1.Car 54, Where Are You?, None, 1994]
[Ontology1.Blame It on the Bellboy, None, 1992]
[Ontology1.The Adventures of Ford Fairlane, None, 1990]
[Ontology1.The Pick-up Artist, None, 1987]
[Ontology1.Melvin Goes to Dinner, None, 2003]
[Ontology1.Crime Spree, None, 2003]
[Ontology1.Beyond Re-Animator, None, 2003]
[Ontology1.Mon oncle, None, 1958]
[Ontology1.Where the Boys Are, None, 1960]
[Ontology1.Monsieur  Hulot's Holiday, None, 1953]
[Ontology1.People Will Talk, None, 1951]
[Ontology1.I Was a Male War Bride, None, 1949]
[Ontology1.Divorce American Style, None, 1967]
[Ontology1.Kiss Them for Me, None, 1957]
[Ontology1.Micki & Maude, None, 1984]
[Ontology1.Platinum Blonde, None, 1931]
[Ontology1.Reefer Madness, None, 1936]
[Ontology1.The Boy with Green Hair, None, 1948]
[Ontology1.The Trouble with Angels, None, 1966]
[Ontology1.Cool World, None, 1992]
[Ontology1.Money for Nothing, None, 1993]
[Ontology1.The Silencers, None, 1966]
[Ontology1.Where Angels Go, Trouble Follows, None, 1968]
[Ontology1.Ichi the Killer, None, 2001]
[Ontology1.A Boy and His Dog, None, 1975]
[Ontology1.Chitty Chitty Bang Bang, None, 1968]
[Ontology1.Plaza Suite, None, 1971]
[Ontology1.The Out of Towners, None, 1970]
[Ontology1.The Three Stooges in Orbit, None, 1962]
[Ontology1.It, None, 1927]
[Ontology1.Win a Date with Tad Hamilton!, None, 2004]
[Ontology1.The Big Bounce, None, 2004]
[Ontology1.The Perfect Score, None, 2004]
[Ontology1.Latter Days, None, 2003]
[Ontology1.Barbershop 2:  Back in Business, None, 2004]
[Ontology1.The Lost Skeleton of Cadavra, None, 2001]
[Ontology1.Who's the Man?, None, 1993]
[Ontology1.Love at Large, None, 1990]
[Ontology1.Hangin' With The Homeboys, None, 1991]
[Ontology1.Sleep with Me, None, 1994]
[Ontology1.A Piece of the Action, None, 1977]
[Ontology1.Let's Do It Again, None, 1975]
[Ontology1.Uptown Saturday Night, None, 1974]
[Ontology1.Swing Shift, None, 1984]
[Ontology1.The Sin of Harold Diddlebock, None, 1947]
[Ontology1.Best Defense, None, 1984]
[Ontology1.50 First Dates, None, 2004]
[Ontology1.Welcome to Mooseport, None, 2004]
[Ontology1.Kitchen Stories, None, 2003]
[Ontology1.Allegro non troppo, None, 1976]
[Ontology1.Herod's Law, None, 1999]
[Ontology1.Confessions of a Teenage Drama Queen, None, 2004]
[Ontology1.EuroTrip, None, 2004]
[Ontology1.Club Dread, None, 2004]
[Ontology1.Alila, None, 2003]
[Ontology1.Good bye, Lenin!, None, 2003]
[Ontology1.Starsky & Hutch, None, 2004]
[Ontology1.The Front, None, 1976]
[Ontology1.Just One of the Guys, None, 1985]
[Ontology1.The Wrong Arm of the Law, None, 1963]
[Ontology1.Agent Cody Banks 2: Destination London, None, 2004]
[Ontology1.The Girl Next Door, None, 2004]
[Ontology1.Games People Play, None, 2004]
[Ontology1.Wilbur Wants to Kill Himself, None, 2002]
[Ontology1.Clifford, None, 1994]
[Ontology1.Mad Dog and Glory, None, 1993]
[Ontology1.The Wind in the Willows, None, 1996]
[Ontology1.Walk Like a Man, None, 1987]
[Ontology1.Intermission, None, 2003]
[Ontology1.Jersey Girl, None, 2004]
[Ontology1.Scooby-Doo 2: Monsters Unleashed, None, 2004]
[Ontology1.The Prince & Me, None, 2004]
[Ontology1.Johnson Family Vacation, None, 2004]
[Ontology1.Ella Enchanted, None, 2004]
[Ontology1.The Whole Ten Yards, None, 2004]
[Ontology1.Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes, None, 1965]
[Ontology1.Belles on their Toes, None, 1952]
[Ontology1.Road to Bali, None, 1952]
[Ontology1.The Flying Deuces, None, 1939]
[Ontology1.Africa Screams, None, 1949]
[Ontology1.Jack and the Beanstalk, None, 1952]
[Ontology1.Munchies, None, 1987]
[Ontology1.The Cat and the Canary, None, 1979]
[Ontology1.Going in Style, None, 1979]
[Ontology1.The Late Show, None, 1977]
[Ontology1.The Sunshine Boys, None, 1975]
[Ontology1.After Hours, None, 1985]
[Ontology1.Viva Las Vegas, None, 1964]
[Ontology1.Connie and Carla, None, 2004]
[Ontology1.13 Going on 30, None, 2004]
[Ontology1.Envy, None, 2004]
[Ontology1.Laws of Attraction, None, 2004]
[Ontology1.Mean Girls, None, 2004]
[Ontology1.New York Minute, None, 2004]
[Ontology1.Valentin, None, 2003]
[Ontology1.Breakin' All the Rules, None, 2004]
[Ontology1.Coffee and Cigarettes, None, 2003]
[Ontology1.Swimming to Cambodia, None, 1987]
[Ontology1.Good Morning, None, 1959]
[Ontology1.The Nasty Girl, None, 1990]
[Ontology1.100 Girls, None, 2000]
[Ontology1.Chance, None, 2002]
[Ontology1.The Magic Flute, None, 1975]
[Ontology1.Midnight, None, 1939]
[Ontology1.Woman of the Year, None, 1942]
[Ontology1.Monster in a Box, None, 1992]
[Ontology1.Switch, None, 1991]
[Ontology1.Just Write, None, 1997]
[Ontology1.Irma Vep, None, 1996]
[Ontology1.Buck Privates, None, 1941]
[Ontology1.Nice Guys Sleep Alone, None, 1999]
[Ontology1.Iron And Silk, None, 1991]
[Ontology1.Noises Off..., None, 1992]
[Ontology1.The Canterville Ghost, None, 1944]
[Ontology1.The Prince and the Showgirl, None, 1957]
[Ontology1.Look Who's Talking Too, None, 1990]
[Ontology1.Pat and Mike, None, 1952]
[Ontology1.Animal Crackers, None, 1930]
[Ontology1.He Said, She Said, None, 1991]
[Ontology1.The Lonely Guy, None, 1984]
[Ontology1.The Comedy of Terrors, None, 1963]
[Ontology1.The Four Musketeers, None, 1974]
[Ontology1.Protocol, None, 1984]
[Ontology1.Matinee, None, 1993]
[Ontology1.Forever Fever, None, 1998]
[Ontology1.Virtual Sexuality, None, 1999]
[Ontology1.Baxter, None, 1989]
[Ontology1.Weekend, None, 1967]
[Ontology1.One Hundred and One Nights, None, 1995]
[Ontology1.Same Old Song, None, 1997]
[Ontology1.Don't Tell Anyone, None, 1998]
[Ontology1.Bon Voyage, Charlie Brown (and Don't Come Back!), None, 1980]
[Ontology1.FM, None, 1978]
[Ontology1.True Stories, None, 1986]
[Ontology1.North Beach, None, 2000]
[Ontology1.School for Scoundrels, None, 1960]
[Ontology1.The Secret Life of Walter Mitty, None, 1947]
[Ontology1.Another Thin Man, None, 1939]
[Ontology1.The Thin Man Goes Home, None, 1945]
[Ontology1.Shadow of the Thin Man, None, 1941]
[Ontology1.After the Thin Man, None, 1936]
[Ontology1.Song of the Thin Man, None, 1947]
[Ontology1.Love Crazy, None, 1941]
[Ontology1.Lammbock, None, 2001]
[Ontology1.The Legend I, None, 1993]
[Ontology1.Tremors 2: Aftershocks, None, 1996]
[Ontology1.Tremors 3: Back to Perfection, None, 2001]
[Ontology1.The Peanut Butter Solution, None, 1985]
[Ontology1.Straight to Hell, None, 1986]
[Ontology1.Margaret Cho: Notorious C.H.O., None, 2002]
[Ontology1.Highway 61, None, 1991]
[Ontology1.The Cheerleaders, None, 1973]
[Ontology1.How to Succeed in Business Without Really Trying, None, 1967]
[Ontology1.The Ballad of Cable Hogue, None, 1970]
[Ontology1.Samurai Fiction, None, 1998]
[Ontology1.Gidget, None, 1959]
[Ontology1.Wild in the Streets, None, 1968]
[Ontology1.Desperate Living, None, 1977]
[Ontology1.The Hidden Fortress, None, 1958]
[Ontology1.The People Under the Stairs, None, 1991]
[Ontology1.My New Gun, None, 1992]
[Ontology1.A Night in Casablanca, None, 1946]
[Ontology1.Zelig, None, 1983]
[Ontology1.Smiles of a Summer Night, None, 1955]
[Ontology1.Wise Blood, None, 1979]
[Ontology1.Broadway Danny Rose, None, 1984]
[Ontology1.Space Truckers, None, 1996]
[Ontology1.Rock 'n' Roll High School, None, 1979]
[Ontology1.Death Race 2000, None, 1975]
[Ontology1.A Bucket of Blood, None, 1959]
[Ontology1.Kikujiro, None, 1999]
[Ontology1.I'm with Lucy, None, 2002]
[Ontology1.How to Steal a Million, None, 1966]
[Ontology1.Dangan Runner, None, 1996]
[Ontology1.Support Your Local Sheriff, None, 1969]
[Ontology1.Brain Donors, None, 1992]
[Ontology1.Passed Away, None, 1992]
[Ontology1.Grill Point, None, 2002]
[Ontology1.In China They Eat Dogs, None, 1999]
[Ontology1.Seducing Doctor Lewis, None, 2003]
[Ontology1.Sammy and Rosie Get Laid, None, 1987]
[Ontology1.Leaving Normal, None, 1992]
[Ontology1.The First $20 Million Is Always the Hardest, None, 2002]
[Ontology1.La Dolce Vita, None, 1960]
[Ontology1.Batteries not Included, None, 1987]
[Ontology1.Educating Rita, None, 1983]
[Ontology1.On Moonlight Bay, None, 1951]
[Ontology1.Zazie dans le métro, None, 1960]
[Ontology1.The Americanization of Emily, None, 1964]
[Ontology1.Beyond the Valley of the Dolls, None, 1970]
[Ontology1.The Golden Coach, None, 1952]
[Ontology1.I Love You Again, None, 1940]
[Ontology1.Safety Last!, None, 1923]
[Ontology1.Little Murders, None, 1971]
[Ontology1.Totally Fucked Up, None, 1993]
[Ontology1.Masterminds, None, 1997]
[Ontology1.You're a Big Boy Now, None, 1966]
[Ontology1.Lupin the Third: The Castle of Cagliostro, None, 1979]
[Ontology1.Arizona Dream, None, 1993]
[Ontology1.Citizen Toxie: The Toxic Avenger IV, None, 2001]
[Ontology1.Hooper, None, 1978]
[Ontology1.Take Me Out to the Ball Game, None, 1949]
[Ontology1.The Hairdresser's Husband, None, 1990]
[Ontology1.Jamon Jamon, None, 1992]
[Ontology1.College, None, 1927]
[Ontology1.Used People, None, 1992]
[Ontology1.Our Man in Havana, None, 1959]
[Ontology1.The Man Who Came to Dinner, None, 1942]
[Ontology1.The Major and the Minor, None, 1942]
[Ontology1.Shrek 2, None, 2004]
[Ontology1.Raising Helen, None, 2004]
[Ontology1.Soul Plane, None, 2004]
[Ontology1.Saved!, None, 2004]
[Ontology1.Garfield, None, 2004]
[Ontology1.The Stepford Wives, None, 2004]
[Ontology1.Napoleon Dynamite, None, 2004]
[Ontology1.Father Hood, None, 1993]
[Ontology1.Hello Again, None, 1987]
[Ontology1.Hope Springs, None, 2003]
[Ontology1.Love Finds Andy Hardy, None, 1938]
[Ontology1.Lover Come Back, None, 1961]
[Ontology1.Police Academy: Mission to Moscow, None, 1994]
[Ontology1.We're Not Married!, None, 1952]
[Ontology1.Wish You Were Here, None, 1987]
[Ontology1.The Kid Brother, None, 1927]
[Ontology1.Americathon, None, 1979]
[Ontology1.The ComDads, None, 1983]
[Ontology1.It Had to Be You, None, 2000]
[Ontology1.Luna Papa, None, 1999]
[Ontology1.True Love, None, 1989]
[Ontology1.Super Size Me, None, 2004]
[Ontology1.Bachelor Mother, None, 1939]
[Ontology1.Please Don't Eat the Daisies, None, 1960]
[Ontology1.Box of Moonlight, None, 1996]
[Ontology1.The Immigrant, None, 1917]
[Ontology1.Silent Movie, None, 1976]
[Ontology1.My Little Chickadee, None, 1940]
[Ontology1.The Ugly Dachshund, None, 1966]
[Ontology1.Around the World in 80 Days, None, 2004]
[Ontology1.DodgeBall: A True Underdog Story, None, 2004]
[Ontology1.The Terminal, None, 2004]
[Ontology1.White Chicks, None, 2004]
[Ontology1.Bloodhounds of Broadway, None, 1989]
[Ontology1.A Day at the Races, None, 1937]
[Ontology1.Now You See Him, Now You Don't, None, 1972]
[Ontology1.Bob & Carol & Ted & Alice, None, 1969]
[Ontology1.The Littlest Rebel, None, 1935]
[Ontology1.Will Vinton's Claymation Christmas Celebration, None, 1987]
[Ontology1.Happenstance, None, 2000]
[Ontology1.Kops, None, 2003]
[Ontology1.Undead, None, 2003]
[Ontology1.The Wheeler Dealers, None, 1963]
[Ontology1.The Secret Life of Girls, None, 1999]
[Ontology1.The Flim-Flam Man, None, 1967]
[Ontology1.Revenge of the Pink Panther, None, 1978]
[Ontology1.Zero for Conduct, None, 1933]
[Ontology1.Taxi, None, 1998]
[Ontology1.Taxi 3, None, 2003]
[Ontology1.Our Hospitality, None, 1923]
[Ontology1.All of Me, None, 1984]
[Ontology1.The Farmer's Daughter, None, 1947]
[Ontology1.The Time of Your Life, None, 1948]
[Ontology1.Overboard, None, 1987]
[Ontology1.By the Light of the Silvery Moon, None, 1953]
[Ontology1.The Exterminating Angel, None, 1962]
[Ontology1.Roxanne, None, 1987]
[Ontology1.Search and Destroy, None, 1995]
[Ontology1.The Book of Life, None, 1998]
[Ontology1.Secret Society, None, 2000]
[Ontology1.Tank, None, 1984]
[Ontology1.Anchorman: The Legend of Ron Burgundy, None, 2004]
[Ontology1.Sleepover, None, 2004]
[Ontology1.A Cinderella Story, None, 2004]
[Ontology1.Follow That Dream, None, 1962]
[Ontology1.The Girl of Your Dreams, None, 1998]
[Ontology1.Some Girl, None, 1998]
[Ontology1.Stay Hungry, None, 1976]
[Ontology1.Zus & Zo, None, 2001]
[Ontology1.The Miracle of Marcelino, None, 1954]
[Ontology1.A Shock to the System, None, 1990]
[Ontology1.Slaughterhouse-Five, None, 1972]
[Ontology1.What Price Glory, None, 1952]
[Ontology1.You Were Never Lovelier, None, 1942]
[Ontology1.The Bachelor and the Bobby-Soxer, None, 1947]
[Ontology1.Dr. Jekyll and Ms. Hyde, None, 1995]
[Ontology1.Funny About Love, None, 1990]
[Ontology1.How I Got Into College, None, 1989]
[Ontology1.Mr. Blandings Builds His Dream House, None, 1948]
[Ontology1.My Favorite Wife, None, 1940]
[Ontology1.The Super, None, 1991]
[Ontology1.Two of a Kind, None, 1983]
[Ontology1.Goodbye, Columbus, None, 1969]
[Ontology1.The President's Analyst, None, 1967]
[Ontology1.To End All Wars, None, 2001]
[Ontology1.Love Happy, None, 1949]
[Ontology1.A Woman Is a Woman, None, 1961]
[Ontology1.Fancy Pants, None, 1950]
[Ontology1.Uncle Sam, None, 1997]
[Ontology1.Yesterday, Today and Tomorrow, None, 1963]
[Ontology1.The North Avenue Irregulars, None, 1979]
[Ontology1.Lovers and Other Strangers, None, 1970]
[Ontology1.Kotch, None, 1971]
[Ontology1.Side Out, None, 1990]
[Ontology1.One, Two, Three, Sun, None, 1993]
[Ontology1.Roadkill, None, 1989]
[Ontology1.Bon voyage, None, 2003]
[Ontology1.The Assassination Bureau, None, 1969]
[Ontology1.Thunderbirds, None, 2004]
[Ontology1.Garden State, None, 2004]
[Ontology1.Castle Keep, None, 1969]
[Ontology1.Revengers Tragedy, None, 2002]
[Ontology1.Beyond Hypothermia, None, 1996]
[Ontology1.A Funny Thing Happened on the Way to the Forum, None, 1966]
[Ontology1.Little Black Book, None, 2004]
[Ontology1.In the Soup, None, 1992]
[Ontology1.Attack the Gas Station!, None, 1999]
[Ontology1.Masques, None, 1987]
[Ontology1.Harold & Kumar Go to White Castle, None, 2004]
[Ontology1.The Princess Diaries 2: Royal Engagement, None, 2004]
[Ontology1.Danny Deckchair, None, 2003]
[Ontology1.Yu-Gi-Oh! The Movie, None, 2004]
[Ontology1.Novo, None, 2002]
[Ontology1.Without a Paddle, None, 2004]
[Ontology1.Speedway, None, 1968]
[Ontology1.The Trouble with Girls, None, 1969]
[Ontology1.It Happened at the World's Fair, None, 1963]
[Ontology1.Double Trouble, None, 1967]
[Ontology1.Spinout, None, 1966]
[Ontology1.Harum Scarum, None, 1965]
[Ontology1.The Spaceman and King Arthur, None, 1979]
[Ontology1.The Sting II, None, 1983]
[Ontology1.If a Man Answers, None, 1962]
[Ontology1.Cheerleader Camp, None, 1988]
[Ontology1.Bill Cosby: Himself, None, 1983]
[Ontology1.The Cookout, None, 2004]
[Ontology1.Seeing Other People, None, 2004]
[Ontology1.A Million to Juan, None, 1994]
[Ontology1.Camera Buff, None, 1979]
[Ontology1.I Vitelloni, None, 1953]
[Ontology1.Under the Cherry Moon, None, 1986]
[Ontology1.Smile, None, 1975]
[Ontology1.Superbabies: Baby Geniuses 2, None, 2004]
[Ontology1.Criminal, None, 2004]
[Ontology1.Mr. 3000, None, 2004]
[Ontology1.Wimbledon, None, 2004]
[Ontology1.First Daughter, None, 2004]
[Ontology1.The Last Shot, None, 2004]
[Ontology1.A Dirty Shame, None, 2004]
[Ontology1.Shaun of the Dead, None, 2004]
[Ontology1.Second Chorus, None, 1940]
[Ontology1.Class of Nuke 'Em High 2: Subhumanoid Meltdown, None, 1991]
[Ontology1.The Man with One Red Shoe, None, 1985]
[Ontology1.Watermelon Man, None, 1970]
[Ontology1.Shark Tale, None, 2004]
[Ontology1.I Heart Huckabees, None, 2004]
[Ontology1.Stage Beauty, None, 2004]
[Ontology1.Team America: World Police, None, 2004]
[Ontology1.Eulogy, None, 2004]
[Ontology1.P.S., None, 2004]
[Ontology1.I Wanna Hold Your Hand, None, 1978]
[Ontology1.Spinning Boris, None, 2003]
[Ontology1.The Fearless Vampire Killers, None, 1967]
[Ontology1.The Decline of the American Empire, None, 1986]
[Ontology1.Bébé's Kids, None, 1992]
[Ontology1.All I Want For Christmas, None, 1991]
[Ontology1.Surviving Christmas, None, 2004]
[Ontology1.Sideways, None, 2004]
[Ontology1.Falling Angels, None, 2003]
[Ontology1.Stella Street, None, 2004]
[Ontology1.Seed of Chucky, None, 2004]
[Ontology1.After the Sunset, None, 2004]
[Ontology1.Bridget Jones: The Edge of Reason, None, 2004]
[Ontology1.The SpongeBob SquarePants Movie, None, 2004]
[Ontology1.San Antonio, None, 1945]
[Ontology1.Christmas with the Kranks, None, 2004]
[Ontology1.The Bellboy, None, 1960]
[Ontology1.Cinderfella, None, 1960]
[Ontology1.Damn Yankees!, None, 1958]
[Ontology1.The Delicate Delinquent, None, 1957]
[Ontology1.The Disorderly Orderly, None, 1964]
[Ontology1.The Errand Boy, None, 1961]
[Ontology1.The Family Jewels, None, 1965]
[Ontology1.The Patsy, None, 1964]
[Ontology1.The Stooge, None, 1952]
[Ontology1.The Wackiest Ship in the Army, None, 1960]
[Ontology1.Love Me If You Dare, None, 2003]
[Ontology1.The Idle Class, None, 1921]
[Ontology1.Why Worry?, None, 1923]
[Ontology1.The Marriage Circle, None, 1924]
[Ontology1.Sherlock, Jr., None, 1924]
[Ontology1.The Cameraman, None, 1928]
[Ontology1.Steamboat Bill, Jr., None, 1928]
[Ontology1.L'Âge d'Or, None, 1930]
[Ontology1.Boudu Saved from Drowning, None, 1932]
[Ontology1.I Was Born, But..., None, 1932]
[Ontology1.Dinner at Eight, None, 1933]
[Ontology1.Gold Diggers of 1933, None, 1933]
[Ontology1.Lady for a Day, None, 1933]
[Ontology1.She Done Him Wrong, None, 1933]
[Ontology1.The Merry Widow, None, 1934]
[Ontology1.Bonnie Scotland, None, 1935]
[Ontology1.Libeled Lady, None, 1936]
[Ontology1.Mr. Deeds Goes to Town, None, 1936]
[Ontology1.Show Boat, None, 1936]
[Ontology1.Wife vs. Secretary, None, 1936]
[Ontology1.Double Wedding, None, 1937]
[Ontology1.Nothing Sacred, None, 1937]
[Ontology1.Stage Door, None, 1937]
[Ontology1.Topper, None, 1937]
[Ontology1.Holiday, None, 1938]
[Ontology1.Brother Orchid, None, 1940]
[Ontology1.Ball of Fire, None, 1941]
[Ontology1.Here Comes Mr. Jordan, None, 1941]
[Ontology1.In the Navy, None, 1941]
[Ontology1.It Started with Eve, None, 1941]
[Ontology1.Never Give a Sucker an Even Break, None, 1941]
[Ontology1.That Uncertain Feeling, None, 1941]
[Ontology1.All Through the Night, None, 1941]
[Ontology1.Gentleman Jim, None, 1942]
[Ontology1.My Favorite Blonde, None, 1942]
[Ontology1.Tales of Manhattan, None, 1942]
[Ontology1.The Heavenly Body, None, 1944]
[Ontology1.Mr. Lucky, None, 1943]
[Ontology1.Thousands Cheer, None, 1943]
[Ontology1.Cover Girl, None, 1944]
[Ontology1.The Miracle of Morgan’s Creek, None, 1944]
[Ontology1.Road to Rio, None, 1947]
[Ontology1.Easter Parade, None, 1948]
